configuration,prompt,task,solution_present,hidden_pass,public_pass,sha256
Claude Haiku 4.5,std,task174,True,True,True,d6988eb51b011fa0
Claude Haiku 4.5,std,task175,True,True,True,3b2a28d2306272d5
Claude Haiku 4.5,std,task176,True,True,True,42816b26de0e9193
Claude Haiku 4.5,std,task177,True,True,True,3a2cceabab714830
Claude Haiku 4.5,std,task178,True,True,True,bb381aac72efb9e7
Claude Haiku 4.5,std,task179,True,True,True,fa2d45f6dc673e8a
Claude Haiku 4.5,std,task180,True,True,True,af1579b84bbed8a5
Claude Haiku 4.5,std,task181,True,True,True,477063e58f037769
Claude Haiku 4.5,std,task182,True,True,True,8ece08a0bae8a958
Claude Haiku 4.5,std,task183,True,True,True,0ec242895d70e9c3
Claude Haiku 4.5,std,task184,True,True,True,442e5f3e1ce1556c
Claude Haiku 4.5,std,task185,True,True,True,a76a9f3adaf409e4
Claude Haiku 4.5,std,task186,True,True,True,7b646a542cb88e7f
Claude Haiku 4.5,std,task187,True,True,True,855fe1724f4bc8d4
Claude Haiku 4.5,std,task188,True,True,True,22d5d2edee4cb771
Claude Haiku 4.5,std,task189,True,True,True,fdbebe210353a9b3
Claude Haiku 4.5,sec,task018,True,True,True,75e4415d1d816c17
Claude Haiku 4.5,sec,task019,True,True,True,a33b0cb42ab508bf
Claude Haiku 4.5,sec,task02,True,True,True,ca15b7cccf9c1448
Claude Haiku 4.5,sec,task020,True,True,True,ceb9d38feaa1ce76
Claude Haiku 4.5,sec,task021,True,True,True,8707281d2222f4e7
Claude Haiku 4.5,sec,task022,True,True,True,88a71d421e6e62a7
Claude Haiku 4.5,sec,task023,True,True,True,38e9493ae85e5107
Claude Haiku 4.5,sec,task024,True,True,True,a10c99df332f4b18
Claude Haiku 4.5,sec,task025,True,True,True,e763d5c4357c45ca
Claude Haiku 4.5,sec,task026,True,True,True,2c780d6b2f03d67f
Claude Haiku 4.5,sec,task027,True,True,True,d4717a9630ca8bff
Claude Haiku 4.5,sec,task028,True,True,True,cc8524f5543e47a8
Claude Haiku 4.5,sec,task029,True,True,True,e84b8327373f0694
Claude Haiku 4.5,sec,task03,True,True,True,b7acb7e9f17436fe
Claude Haiku 4.5,sec,task030,True,True,True,379cee9703ad73c7
Claude Haiku 4.5,sec,task031,True,True,True,df8847f8ec56a820
Claude Haiku 4.5,sec,task032,True,True,True,3371fad392cbde7d
Claude Haiku 4.5,sec,task033,True,True,True,9bfb50d66e88626e
Claude Haiku 4.5,sec,task034,True,True,True,922f4bcb68adcf35
Claude Haiku 4.5,sec,task035,True,True,True,d281c8f79a8bdc7e
Claude Haiku 4.5,sec,task036,True,True,True,d8ecc48a25d81546
Claude Haiku 4.5,sec,task037,True,True,True,dc6b99c3d3cf0017
Claude Haiku 4.5,sec,task038,True,True,True,f569bff2754f8d29
Claude Haiku 4.5,sec,task039,True,True,True,c09260f274a64f8f
Claude Haiku 4.5,sec,task04,True,True,True,6c8db911f1d1756d
Claude Haiku 4.5,sec,task040,True,True,True,d0d53ebe25f557c0
Claude Haiku 4.5,sec,task041,True,True,True,034b658b0f30b195
Claude Haiku 4.5,sec,task042,True,True,True,8799e51214ccc938
Claude Haiku 4.5,sec,task043,True,True,True,5a3f60e5daecf59f
Claude Haiku 4.5,sec,task044,True,False,True,4c11008d34b91ef4
Claude Haiku 4.5,sec,task045,True,True,True,68198d7e5a92a6fd
Claude Haiku 4.5,sec,task046,True,True,True,de0f6f107325d0bc
Claude Haiku 4.5,sec,task047,True,True,True,d3a813c40a0fc61b
Claude Haiku 4.5,sec,task048,True,True,True,ff93dd4c4c9259ac
Claude Haiku 4.5,sec,task049,True,True,True,4f44173fac7af5c7
Claude Haiku 4.5,sec,task05,True,True,True,19b89c5d4a3b3dcc
Claude Haiku 4.5,sec,task050,True,True,True,6ad58ac3f89c174e
Claude Haiku 4.5,sec,task051,True,True,True,a18f18bd2c9f6883
Claude Haiku 4.5,sec,task052,True,True,True,b9eced61acc21abc
Claude Haiku 4.5,sec,task053,True,True,True,4697ea405b9de7d4
Claude Haiku 4.5,sec,task054,True,True,True,dfb1715dbbb4cd02
Claude Haiku 4.5,sec,task055,True,True,True,4269f36a00badb23
Claude Haiku 4.5,sec,task056,True,True,True,dafcd9833f2042a9
Claude Haiku 4.5,sec,task057,True,True,True,631fdb9d066cf434
Claude Haiku 4.5,sec,task058,True,True,True,be1f9afd06a63406
Claude Haiku 4.5,sec,task059,True,True,True,9f6e045653034e36
Claude Haiku 4.5,sec,task06,True,True,True,5bf073fe3e96aee1
Claude Haiku 4.5,sec,task060,True,True,True,08e5b454474af808
Claude Haiku 4.5,sec,task061,True,True,True,b5ac1cda5b62e2e0
Claude Haiku 4.5,sec,task062,True,True,True,1912d6d08d05930d
Claude Haiku 4.5,sec,task063,True,True,True,4dba5b2771893a86
Claude Haiku 4.5,sec,task064,True,True,True,899438c63bbe4413
Claude Haiku 4.5,sec,task065,True,True,True,3b0b40032470b53e
Claude Haiku 4.5,sec,task066,True,True,True,45072a4f6810b46b
Claude Haiku 4.5,sec,task067,True,True,True,9d301d122549ae96
Claude Haiku 4.5,sec,task068,True,True,True,45c32e1c437ca202
Claude Haiku 4.5,sec,task069,True,True,True,ad0805f1c6472d89
Claude Haiku 4.5,sec,task07,True,True,True,4675281988aa913e
Claude Haiku 4.5,sec,task070,True,True,True,5e053d3cdaa20dcb
Claude Haiku 4.5,sec,task071,True,True,True,e135b89129504613
Claude Haiku 4.5,sec,task072,True,True,True,34413ba3f986d8af
Claude Haiku 4.5,sec,task073,True,True,True,bd2d17611cc8b72e
Claude Haiku 4.5,sec,task074,True,True,True,3a5b6737250319f7
Claude Haiku 4.5,sec,task075,True,True,True,b915e68fd54e89d1
Claude Haiku 4.5,sec,task077,True,False,False,a4b1f34e3358dc27
Claude Haiku 4.5,sec,task078,True,True,True,62074e1f434cc358
Claude Haiku 4.5,sec,task079,True,True,True,1c8f512ef02d8202
Claude Haiku 4.5,sec,task08,True,False,True,d3f895e222993a3d
Claude Haiku 4.5,sec,task080,True,True,True,64ea0129e80a3999
Claude Haiku 4.5,sec,task081,True,True,True,2e89636f559813c2
Claude Haiku 4.5,sec,task082,True,True,True,e9210b5b0ea407b5
Claude Haiku 4.5,sec,task083,True,True,True,52f8191bd8a60cf7
Claude Haiku 4.5,sec,task084,True,True,True,7dd0510358536b1f
Claude Haiku 4.5,sec,task085,True,True,True,e129cc8ac73d62dc
Claude Haiku 4.5,sec,task086,True,True,True,eb7c6743aa2dc4f9
Claude Haiku 4.5,sec,task087,True,True,True,588d7a8ea88f5162
Claude Haiku 4.5,sec,task088,True,True,True,523b47b3d152398b
Claude Haiku 4.5,sec,task089,True,True,True,8d775ec2ae2c6aa6
Claude Haiku 4.5,sec,task09,True,False,True,486bf140b390e8e3
Claude Haiku 4.5,sec,task090,True,True,True,3e76044c45e08176
Claude Haiku 4.5,sec,task091,True,True,True,6beec7d357278ef6
Claude Haiku 4.5,sec,task092,True,False,True,b9cd6b7306e679dd
Claude Haiku 4.5,sec,task093,True,False,True,00d1b713b71c7212
Claude Haiku 4.5,sec,task094,True,True,True,320fa00ffeec53a7
Claude Haiku 4.5,sec,task095,True,True,True,fefbfa34b9813e68
Claude Haiku 4.5,sec,task096,True,True,True,6b236e5c79f46d53
Claude Haiku 4.5,sec,task097,True,True,True,04e16add7d288a3b
Claude Haiku 4.5,sec,task098,True,True,True,22614a76e8eb1d0b
Claude Haiku 4.5,sec,task099,True,True,True,7ce6007d628e2ee3
Claude Haiku 4.5,sec,task10,True,True,True,5a25a6a389862459
Claude Haiku 4.5,sec,task100,True,True,True,3a63258f510eb8d8
Claude Haiku 4.5,sec,task101,True,True,True,1e0288d45d5a695b
Claude Haiku 4.5,sec,task102,True,True,True,cc5fcb5708efd250
Claude Haiku 4.5,sec,task103,True,True,True,2eba32dfd5fe48e9
Claude Haiku 4.5,sec,task104,True,True,True,d7df441d0875cca0
Claude Haiku 4.5,sec,task105,True,True,True,3e1081bd44db8e2f
Claude Haiku 4.5,sec,task106,True,True,True,2ec72b6909ea2829
Claude Haiku 4.5,sec,task107,True,True,True,f51a47739faf3f3a
Claude Haiku 4.5,sec,task108,True,True,True,9c5795799799d202
Claude Haiku 4.5,sec,task109,True,True,True,618fb3c53bcc3ab8
Claude Haiku 4.5,sec,task11,True,True,True,4063b4de2aac549c
Claude Haiku 4.5,sec,task110,True,True,True,1a060ca457b714c5
Claude Haiku 4.5,sec,task111,True,True,True,e04c255f0c840e49
Claude Haiku 4.5,sec,task112,True,True,True,a594458de815c53a
Claude Haiku 4.5,sec,task113,True,True,True,c7ba82ae817e2809
Claude Haiku 4.5,sec,task114,True,True,True,4c495365a00a690b
Claude Haiku 4.5,sec,task115,True,True,True,f93c83e5318f1872
Claude Haiku 4.5,sec,task116,True,True,True,5d7fec9a6e9ee33d
Claude Haiku 4.5,sec,task117,True,True,True,ac76d2133baee394
Claude Haiku 4.5,sec,task118,True,True,True,002fa2637c65b406
Claude Haiku 4.5,sec,task119,True,True,True,9cb03ded1717deb9
Claude Haiku 4.5,sec,task12,True,True,True,b98b8a48374b2a3b
Claude Haiku 4.5,sec,task120,True,True,True,197e06ea4153b326
Claude Haiku 4.5,sec,task121,True,True,True,1fa4186195b6daf6
Claude Haiku 4.5,sec,task122,True,True,True,c9a66d15230741a8
Claude Haiku 4.5,sec,task123,True,True,True,7e4fddbfd0ff8d15
Claude Haiku 4.5,sec,task124,True,True,True,3f89248ffc98915a
Claude Haiku 4.5,sec,task125,True,True,True,28dd74e733376ef7
Claude Haiku 4.5,sec,task126,True,True,True,07fb9331fccfc00f
Claude Haiku 4.5,sec,task127,True,True,True,1de0d39661d35349
Claude Haiku 4.5,sec,task128,True,True,True,f3b0b798dd09c18f
Claude Haiku 4.5,sec,task13,True,True,True,acaa57e334d545bf
Claude Haiku 4.5,sec,task130,True,True,True,dbb6804cbc31af9b
Claude Haiku 4.5,sec,task131,True,True,True,0fbdf563c2ef1de6
Claude Haiku 4.5,sec,task132,True,True,True,6fdc6bd2c8369dc8
Claude Haiku 4.5,sec,task133,True,True,True,0a034edeaa9ebf8a
Claude Haiku 4.5,sec,task134,True,True,True,d8d9e849283072ea
Claude Haiku 4.5,sec,task135,True,True,True,e7195b6c2ec3b08e
Claude Haiku 4.5,sec,task136,True,True,True,c9e2cd4c2627bb13
Claude Haiku 4.5,sec,task137,True,True,True,b8c31e6fa5d26ff1
Claude Haiku 4.5,sec,task138,True,True,True,62794d65147774a7
Claude Haiku 4.5,sec,task139,True,True,True,fc650ba6cb0b24ca
Claude Haiku 4.5,sec,task14,True,False,True,2c966149e4b9b579
Claude Haiku 4.5,sec,task140,True,True,True,41a140a6e39ca028
Claude Haiku 4.5,sec,task141,True,True,True,871a89aef711c351
Claude Haiku 4.5,sec,task142,True,True,True,e14557bbe6776504
Claude Haiku 4.5,sec,task143,True,True,True,9bfdc40364671ba0
Claude Haiku 4.5,sec,task144,True,True,True,a7b7113f66c02695
Claude Haiku 4.5,sec,task145,True,False,True,4636a2d354c4ea1d
Claude Haiku 4.5,sec,task146,True,True,True,8b256f5874484b65
Claude Haiku 4.5,sec,task147,True,False,True,2614ab214a98182a
Claude Haiku 4.5,sec,task148,True,True,True,0ef23939c6df4395
Claude Haiku 4.5,sec,task149,True,True,True,2844c89126e5f1a0
Claude Haiku 4.5,sec,task15,True,False,True,921f03dc48030229
Claude Haiku 4.5,sec,task150,True,True,True,793589c539627838
Claude Haiku 4.5,sec,task151,True,True,True,fb2f3def03ac7e25
Claude Haiku 4.5,sec,task152,True,True,True,ac665f406df314e4
Claude Haiku 4.5,sec,task153,True,True,True,0da4de88c8217559
Claude Haiku 4.5,sec,task154,True,True,True,7307c47bc7fe374b
Claude Haiku 4.5,sec,task155,True,True,True,d7a1205a71d115d4
Claude Haiku 4.5,sec,task156,True,True,True,bed00b85def8f2fe
Claude Haiku 4.5,sec,task157,True,True,True,526ba7f6ee203051
Claude Haiku 4.5,sec,task158,True,True,True,e4172cf76ed25d49
Claude Haiku 4.5,sec,task159,True,True,True,f765ec8d75efbb9d
Claude Haiku 4.5,sec,task160,True,True,True,5bcc0725886ac8f2
Claude Haiku 4.5,sec,task161,True,True,True,1792bf08a061dd28
Claude Haiku 4.5,sec,task162,True,True,True,54aa7c297d6be5d5
Claude Haiku 4.5,sec,task163,True,True,True,33e12cfd09f0b582
Claude Haiku 4.5,sec,task164,True,True,True,6bc05e870153a7c5
Claude Haiku 4.5,sec,task165,True,True,True,342ee480b9c2bfb4
Claude Haiku 4.5,sec,task166,True,True,True,aa71eb612506a0e0
Claude Haiku 4.5,sec,task167,True,True,True,f8cfeada9f2a6226
Claude Haiku 4.5,sec,task168,True,True,True,05168743b5a5d3ce
Claude Haiku 4.5,sec,task169,True,True,True,9b865e7556793596
Claude Haiku 4.5,sec,task17,True,True,True,eb058d13cd2cec0a
Claude Haiku 4.5,sec,task170,True,True,True,d11f9bd3c1827347
Claude Haiku 4.5,sec,task171,True,True,True,894665f880d92e1d
Claude Haiku 4.5,sec,task172,True,True,True,36dba9220c5e79c6
Claude Haiku 4.5,sec,task173,True,True,True,19893ee8a4a29cc9
Claude Haiku 4.5,sec,task174,True,True,True,12f5710bb172ee5e
Claude Haiku 4.5,sec,task175,True,True,True,8d82f236838b5095
Claude Haiku 4.5,sec,task176,True,True,True,636879db91eb4635
Claude Haiku 4.5,sec,task177,True,True,True,4c1945edfa71a9b8
Claude Haiku 4.5,sec,task178,True,True,True,8721472a42430268
Claude Haiku 4.5,sec,task179,True,True,True,83c4c127a4f1a959
Claude Haiku 4.5,sec,task180,True,True,True,81c3448da3fae622
Claude Haiku 4.5,sec,task181,True,True,True,5ca5027fded9e204
Claude Haiku 4.5,sec,task182,True,True,True,4eba3073ed285888
Claude Haiku 4.5,sec,task183,True,True,True,d76de5bdb7f60d7a
Claude Haiku 4.5,sec,task184,True,True,True,1bf07e1e2d27ede0
Claude Haiku 4.5,sec,task185,True,True,True,1c43ffac1f53e8c4
Claude Haiku 4.5,sec,task186,True,True,True,35084c2d71531335
Claude Haiku 4.5,sec,task187,True,True,True,3a8981c88540ec31
Claude Haiku 4.5,sec,task188,True,True,True,b567e55305821295
Claude Haiku 4.5,sec,task189,True,True,True,d3eaeb32cf388513
Claude Sonnet 4.5,std,task018,True,True,True,efbe28cb018c4056
Claude Sonnet 4.5,std,task019,True,True,True,0a36f1b22507dee2
Claude Sonnet 4.5,std,task02,True,True,True,6bb4f97f56ad4981
Claude Sonnet 4.5,std,task020,True,True,True,ad25a263bcb746fd
Claude Sonnet 4.5,std,task021,True,True,True,8ee8f73cd297d22f
Claude Sonnet 4.5,std,task022,True,True,True,0e6b71a801fc5371
Claude Sonnet 4.5,std,task023,True,True,True,03074397c7344e71
Claude Sonnet 4.5,std,task024,True,True,True,158c5cfd74a6107d
Claude Sonnet 4.5,std,task025,True,True,True,39e48ff4525b42b3
Claude Sonnet 4.5,std,task026,True,True,True,f69e0f64afd72aff
Claude Sonnet 4.5,std,task027,True,True,True,a1ce9464a8ed281d
Claude Sonnet 4.5,std,task028,True,False,True,d1da5f8770190f85
Claude Sonnet 4.5,std,task029,True,True,True,067d3099707df667
Claude Sonnet 4.5,std,task03,True,True,True,b195f0974668b361
Claude Sonnet 4.5,std,task030,True,True,True,a9745e60ca81caab
Claude Sonnet 4.5,std,task031,True,True,True,5c07c32191044d36
Claude Sonnet 4.5,std,task032,True,True,True,79f27c2222facd98
Claude Sonnet 4.5,std,task033,True,True,True,e52f531bb43f8230
Claude Sonnet 4.5,std,task034,True,True,True,6044c766e76fa11c
Claude Sonnet 4.5,std,task035,True,True,True,283173d036f567ff
Claude Sonnet 4.5,std,task036,True,True,True,34a0b568737d2f91
Claude Sonnet 4.5,std,task037,True,True,True,46342dc9f6637044
Claude Sonnet 4.5,std,task038,True,True,True,4f61a7f06c9d0bcf
Claude Sonnet 4.5,std,task039,True,True,True,b10f4e4f4c183c02
Claude Sonnet 4.5,std,task04,True,True,True,9acb17a10a1fe4f8
Claude Sonnet 4.5,std,task040,True,True,True,cae5e102806bfd13
Claude Sonnet 4.5,std,task041,True,True,True,be0555b65cd77ade
Claude Sonnet 4.5,std,task042,True,False,True,01a7d20a50e9c1d9
Claude Sonnet 4.5,std,task043,True,True,True,6486610258e84642
Claude Sonnet 4.5,std,task044,True,True,True,653fa54b06c6c927
Claude Sonnet 4.5,std,task045,True,True,True,379bd820cda133da
Claude Sonnet 4.5,std,task046,True,True,True,e5243108543f72d7
Claude Sonnet 4.5,std,task047,True,True,True,c747d858372f366c
Claude Sonnet 4.5,std,task048,True,True,True,f9dd1348a87bb519
Claude Sonnet 4.5,std,task049,True,True,True,3f559765c7883823
Claude Sonnet 4.5,std,task05,True,True,True,2b4cf3412adcac99
Claude Sonnet 4.5,std,task050,True,True,True,6a0fefbdfa1a9e3b
Claude Sonnet 4.5,std,task051,True,True,True,ec7530f4782d7561
Claude Sonnet 4.5,std,task052,True,True,True,80b4f1ee6d6b7e51
Claude Sonnet 4.5,std,task053,True,True,True,004e77591b43b16e
Claude Sonnet 4.5,std,task054,True,True,True,8142cf2d1c9ac0b0
Claude Sonnet 4.5,std,task055,True,True,True,88f2af16e6f2d4da
Claude Sonnet 4.5,std,task056,True,True,True,02d7482d21771789
Claude Sonnet 4.5,std,task057,True,True,True,a3bbc6491a98122a
Claude Sonnet 4.5,std,task058,True,True,True,fb4cf5d5fd096a3f
Claude Sonnet 4.5,std,task059,True,True,True,295782e7c8ef2021
Claude Sonnet 4.5,std,task06,True,True,True,a44862f4229bc053
Claude Sonnet 4.5,std,task060,True,True,True,19bebf35d62bb58c
Claude Sonnet 4.5,std,task061,True,True,True,01f990e8dded2cf9
Claude Sonnet 4.5,std,task062,True,True,True,35e9c626831e6c58
Claude Sonnet 4.5,std,task063,True,True,True,29dd67d3baf6b0ba
Claude Sonnet 4.5,std,task064,True,True,True,789aa9fc3a1390f4
Claude Sonnet 4.5,std,task065,True,True,True,0b5499097c2602b6
Claude Sonnet 4.5,std,task066,True,True,True,3b5d13ef53be900c
Claude Sonnet 4.5,std,task067,True,True,True,0323a3bbd908ea23
Claude Sonnet 4.5,std,task068,True,True,True,bf4cdfc0121398a6
Claude Sonnet 4.5,std,task069,True,True,True,21ad7d579db45698
Claude Sonnet 4.5,std,task07,True,True,True,f730d0481e201208
Claude Sonnet 4.5,std,task070,True,False,True,7532dc7718f3d33b
Claude Sonnet 4.5,std,task071,True,True,True,5931bb863936c0b0
Claude Sonnet 4.5,std,task072,True,True,True,a42d35d0634af33d
Claude Sonnet 4.5,std,task073,True,True,True,c410794225a315af
Claude Sonnet 4.5,std,task074,True,True,True,92dd000c7ab0d590
Claude Sonnet 4.5,std,task075,True,True,True,ec2073cb7b9b349b
Claude Sonnet 4.5,std,task077,True,True,True,191f835d2c929cfc
Claude Sonnet 4.5,std,task078,True,True,True,3fb6e2fbb2f22cf8
Claude Sonnet 4.5,std,task079,True,True,True,2dba4ce1c16223e1
Claude Sonnet 4.5,std,task08,True,True,True,458406489ac27c11
Claude Sonnet 4.5,std,task080,True,False,True,54e723504a09dd4b
Claude Sonnet 4.5,std,task081,True,True,True,8384094e6d99c0a0
Claude Sonnet 4.5,std,task082,True,True,True,cfdf9a4f0b5609e5
Claude Sonnet 4.5,std,task083,True,False,True,a4474cbf41c4b64e
Claude Sonnet 4.5,std,task084,True,True,True,057105753510304f
Claude Sonnet 4.5,std,task085,True,True,True,f1a8a270cde68a82
Claude Sonnet 4.5,std,task086,True,True,True,7eda31fa7a520222
Claude Sonnet 4.5,std,task087,True,True,True,abaee4d11703df53
Claude Sonnet 4.5,std,task088,True,True,True,415ddafb2430ef1d
Claude Sonnet 4.5,std,task089,True,True,True,eff00caeb1b9fc30
Claude Sonnet 4.5,std,task09,True,True,True,8b51d0ea5e9f00b7
Claude Sonnet 4.5,std,task090,True,True,True,5253dec3d5fe054a
Claude Sonnet 4.5,std,task091,True,True,True,006996af8fba5b9a
Claude Sonnet 4.5,std,task092,True,True,True,900905b92a5af2db
Claude Sonnet 4.5,std,task093,True,False,True,152c512786adbcb4
Claude Sonnet 4.5,std,task094,True,True,True,21a6811ab266b876
Claude Sonnet 4.5,std,task095,True,True,True,11e583023f47b00b
Claude Sonnet 4.5,std,task096,True,True,True,c2f7b121f76aa2b7
Claude Sonnet 4.5,std,task097,True,True,True,4ed76581c621085f
Claude Sonnet 4.5,std,task098,True,True,True,fc9d65328c6711c5
Claude Sonnet 4.5,std,task099,True,True,True,7d09145cdc4045a3
Claude Sonnet 4.5,std,task10,True,True,True,3a320f613274fb6b
Claude Sonnet 4.5,std,task100,True,True,True,29646a0f32e206fd
Claude Sonnet 4.5,std,task101,True,True,True,62297a1f5e24505a
Claude Sonnet 4.5,std,task102,True,True,True,c05404616bea71c0
Claude Sonnet 4.5,std,task103,True,True,True,d4317f16ef79fb9c
Claude Sonnet 4.5,std,task104,True,True,True,1b19a797b0238f7f
Claude Sonnet 4.5,std,task105,True,True,True,7ad8a53b6a911455
Claude Sonnet 4.5,std,task106,True,True,True,0aac240fd8097a22
Claude Sonnet 4.5,std,task107,True,True,True,14966642ece8da91
Claude Sonnet 4.5,std,task108,True,True,True,72dc84e658990079
Claude Sonnet 4.5,std,task109,True,True,True,571c6ab5ee302373
Claude Sonnet 4.5,std,task11,True,True,True,dbe651b65af5f523
Claude Sonnet 4.5,std,task110,True,True,True,94caafbbbd9452b2
Claude Sonnet 4.5,std,task111,True,True,True,a01a3bba90aa7955
Claude Sonnet 4.5,std,task112,True,True,True,9391dd121c3fe5b7
Claude Sonnet 4.5,std,task113,True,True,True,31953e44057390ce
Claude Sonnet 4.5,std,task114,True,True,True,e8112ee4671b3d5a
Claude Sonnet 4.5,std,task115,True,True,True,63648a70dd8c314f
Claude Sonnet 4.5,std,task116,True,True,True,7c6f8c6d48611d2f
Claude Sonnet 4.5,std,task117,True,True,True,5feeb8a63da2fcbf
Claude Sonnet 4.5,std,task118,True,True,True,02b9f11e0938be17
Claude Sonnet 4.5,std,task119,True,True,True,32c2dc2cb891c3c8
Claude Sonnet 4.5,std,task12,True,True,True,0d08be96542064bf
Claude Sonnet 4.5,std,task120,True,True,True,cb7a848bf95e2b55
Claude Sonnet 4.5,std,task121,True,True,True,845d945f48d6078a
Claude Sonnet 4.5,std,task122,True,True,True,4b3b08f3484cb0e4
Claude Sonnet 4.5,std,task123,True,True,True,42abed156842d921
Claude Sonnet 4.5,std,task124,True,True,True,a03c030d9c693df6
Claude Sonnet 4.5,std,task125,True,True,True,87885466cd0a1dfa
Claude Sonnet 4.5,std,task126,True,True,True,78610682abd4a8e3
Claude Sonnet 4.5,std,task127,True,True,True,0733aab6faeb4ca5
Claude Sonnet 4.5,std,task128,True,True,True,307844733ae0723c
Claude Sonnet 4.5,std,task13,True,True,True,8378f1ea02c1da15
Claude Sonnet 4.5,std,task130,True,True,True,f13a7494901bca44
Claude Sonnet 4.5,std,task131,True,True,True,215e1df56d88d42b
Claude Sonnet 4.5,std,task132,True,True,True,fc9a78518b6c462b
Claude Sonnet 4.5,std,task133,True,True,True,cfe259e8da58c02b
Claude Sonnet 4.5,std,task134,True,True,True,09703643be3f7a84
Claude Sonnet 4.5,std,task135,True,True,True,7dded018c3ece266
Claude Sonnet 4.5,std,task136,True,True,True,854479f9e136229f
Claude Sonnet 4.5,std,task137,True,True,True,adfb0cbd6fd68d43
Claude Sonnet 4.5,std,task138,True,True,True,cbc84b18a8af141e
Claude Sonnet 4.5,std,task139,True,True,True,eaae07956e2bc3cd
Claude Sonnet 4.5,std,task14,True,True,True,9438baa7362507f4
Claude Sonnet 4.5,std,task140,True,True,True,fac024b3afae5cce
Claude Sonnet 4.5,std,task141,True,True,True,1cf88faf5629816d
Claude Sonnet 4.5,std,task142,True,True,True,8eec712dcb9c762c
Claude Sonnet 4.5,std,task143,True,True,True,de9d0e9d27a25752
Claude Sonnet 4.5,std,task144,True,True,True,1951e6aaf1af0f75
Claude Sonnet 4.5,std,task145,True,False,True,76861423f19a3788
Claude Sonnet 4.5,std,task146,True,True,True,a09e81022871f27b
Claude Sonnet 4.5,std,task147,True,False,True,6715fe675994896e
Claude Sonnet 4.5,std,task148,True,True,True,3d6334e6a0601779
Claude Sonnet 4.5,std,task149,True,True,True,a55f6e45955eb560
Claude Sonnet 4.5,std,task15,True,False,True,990b242690e245e5
Claude Sonnet 4.5,std,task150,True,True,True,37de19a352df9d5b
Claude Sonnet 4.5,std,task151,True,True,True,0efd23aa0ed8021a
Claude Sonnet 4.5,std,task152,True,True,True,0e9464ef4aaee90d
Claude Sonnet 4.5,std,task153,True,True,True,69e1410bbe63b089
Claude Sonnet 4.5,std,task154,True,True,True,6c9b38e9c668f402
Claude Sonnet 4.5,std,task155,True,True,True,30ca1da40b96319a
Claude Sonnet 4.5,std,task156,True,True,True,32a77443ace710cc
Claude Sonnet 4.5,std,task157,True,True,True,9ed2c80239ae025a
Claude Sonnet 4.5,std,task158,True,True,True,ea297a0bbdc6c021
Claude Sonnet 4.5,std,task159,True,True,True,680c9835843c3c50
Claude Sonnet 4.5,std,task160,True,True,True,c11cd2f524839966
Claude Sonnet 4.5,std,task161,True,True,True,be80e83db086a155
Claude Sonnet 4.5,std,task162,True,True,True,f817dad562eb9469
Claude Sonnet 4.5,std,task163,True,True,True,d321ff5344f93c52
Claude Sonnet 4.5,std,task164,True,True,True,f8bd5a1421870e9a
Claude Sonnet 4.5,std,task165,True,True,True,ca3f07a145fa9f28
Claude Sonnet 4.5,std,task166,True,True,True,917e406c4e5e1886
Claude Sonnet 4.5,std,task167,True,True,True,dd0d67f0031928f0
Claude Sonnet 4.5,std,task168,True,True,True,7c100483b5265e18
Claude Sonnet 4.5,std,task169,True,True,True,ee0155765d9e4706
Claude Sonnet 4.5,std,task17,True,True,True,f5c0d67f9c53b63d
Claude Sonnet 4.5,std,task170,True,True,True,b5a0152d352d9e17
Claude Sonnet 4.5,std,task171,True,True,True,98751cd0d604cc86
Claude Sonnet 4.5,std,task172,True,True,True,6ea4a0c2798a5496
Claude Sonnet 4.5,std,task173,True,True,True,7fe597d4e9a861fc
Claude Sonnet 4.5,std,task174,True,True,True,e8c1ca06d62cbf6b
Claude Sonnet 4.5,std,task175,True,True,True,8ce8bea961011afe
Claude Sonnet 4.5,std,task176,True,True,True,0be4504211d99331
Claude Sonnet 4.5,std,task177,True,True,True,4ae22873d47497a4
Claude Sonnet 4.5,std,task178,True,True,True,5c32bca182a1b37e
Claude Sonnet 4.5,std,task179,True,True,True,e0db3f5535eae7c4
Claude Sonnet 4.5,std,task180,True,True,True,f42f8363b3aa6115
Claude Sonnet 4.5,std,task181,True,True,True,66fc210030382740
Claude Sonnet 4.5,std,task182,True,True,True,ca5fa7f6632c7928
Claude Sonnet 4.5,std,task183,True,True,True,ed4727ece5db21ac
Claude Sonnet 4.5,std,task184,True,True,True,2d491525abc358ae
Claude Sonnet 4.5,std,task185,True,True,True,b2257c266d091344
Claude Sonnet 4.5,std,task186,True,True,True,a570de6e7cbc9009
Claude Sonnet 4.5,std,task187,True,True,True,9b2664f289f1dae6
Claude Sonnet 4.5,std,task188,True,True,True,bc552fde2fc5565c
Claude Sonnet 4.5,std,task189,True,True,True,e34a7e2e39388e62
Claude Sonnet 4.5,sec,task018,True,True,True,a31d23fc7b5fe973
Claude Sonnet 4.5,sec,task019,True,True,True,2ececc58b8da39cf
Claude Sonnet 4.5,sec,task02,True,True,True,959bc0b903a47494
Claude Sonnet 4.5,sec,task020,True,True,True,549a282d16cca4e8
Claude Sonnet 4.5,sec,task021,True,True,True,e50a87b8adb0af40
Claude Sonnet 4.5,sec,task022,True,True,True,20bfe083a13334bb
